tractid,blockgroups
15000US16069960600,3
15000US04013422209,4
15000US27053026611,3
15000US04013422204,1
15000US04013422205,0
15000US48157672400,3
15000US04013422203,2
15000US40115574800,2
15000US39049001000,5
15000US06067001600,4
15000US06077003700,2
15000US37047930800,3
15000US09005342100,2
15000US12127090304,2
15000US12127090307,2
15000US12127090306,0
15000US12127090303,1
15000US26099241800,2
15000US36055012306,1
15000US36055012305,1
15000US36055012304,2
15000US36055012301,3
15000US29510113500,3
15000US45019005700,3
15000US22071011700,3
15000US01107050100,3
15000US04013071503,3
15000US48141004106,3
15000US04013071505,3
15000US04013071504,3
15000US13121009502,3
15000US04013071506,3
15000US04013071509,3
15000US30013010800,2
15000US53015000704,3
15000US22073005100,1
15000US42087960900,1
15000US08019014900,1
15000US39049005900,3
15000US17031170300,4
15000US44003021800,1
15000US34029723300,3
15000US01051031100,2
15000US19033951400,2
15000US27049080400,2
15000US02090000200,1
15000US29097010200,3
15000US39043041300,3
15000US34017010200,2
15000US49049002204,1
15000US12031002101,2
15000US12031002102,1
15000US39049008350,2
15000US37159051102,1
15000US15003009300,3
15000US37159051101,3
15000US37155961500,3
15000US01089001700,1
15000US01091972900,4
15000US36081010200,1
15000US01067030500,3
15000US37025042501,1
15000US01031011100,0
15000US55097960900,3
15000US12009990000,0
15000US49049002205,1
15000US37069060402,2
15000US33011002800,4
15000US26125172500,1
15000US34017005600,2
15000US72025200900,1
15000US48061013902,2
15000US36005033400,0
15000US47093001500,2
15000US28033071000,2
15000US37067001700,4
15000US20045000100,2
15000US48141002300,5
15000US48085031309,2
15000US39049004810,2
15000US09009150100,2
15000US18163010500,5
15000US10003010104,1
15000US48201423402,1
15000US49035113306,2
15000US10003010101,2
15000US54083966000,3
15000US17089851102,2
15000US45019003108,0
15000US17089851101,4
15000US22051023500,2
15000US55039042100,3
15000US48201556000,2
15000US36083040200,5
15000US42085032900,2
15000US42017105808,2
15000US13121002300,2
15000US22005030402,3
15000US42017105807,1
15000US22005030401,3
15000US28105950100,2
15000US27127750500,2
15000US42017105801,2
15000US54089000600,4
15000US36081003600,1
15000US21069920400,3
15000US36005037400,3
15000US17031061100,0
15000US47185935500,1
15000US06001421300,3
15000US37183053421,0
15000US50025968200,1
15000US06107000900,4
15000US39035111401,1
15000US72021032301,1
15000US42045407804,3
15000US42045407805,1
15000US13223120503,1
15000US13223120502,4
15000US13223120501,1
15000US04013980700,0
15000US33017086000,1
15000US48279950200,1
15000US25009207000,1
15000US06085507205,3
15000US49035110104,3
15000US42071014101,2
15000US18089042200,4
15000US36081018501,2
15000US02198000200,2
15000US49035110103,2
15000US48169950100,4
15000US39167021400,2
15000US51059492400,1
15000US49049002201,2
15000US48201221000,1
15000US42107000300,3
15000US19187000100,6
15000US36063990000,0
15000US29095017200,3
15000US56021001300,3
15000US34007606300,1
15000US36081018502,2
15000US31055000200,3
15000US36005028400,0
15000US18097322600,3
15000US17069971000,2
15000US41029001900,1
15000US39107968000,3
15000US36089490500,2
15000US22111960400,2
15000US36029008102,4
15000US21037053100,2
15000US45063021019,0
15000US40143001300,1
15000US26161456000,1
15000US51087200106,2
15000US42039110400,2
15000US26025001200,1
15000US26099251900,2
15000US20179952700,1
15000US47019070900,1
15000US36005000400,4
15000US45063021112,1
15000US36101962400,1
15000US18039002700,2
15000US36029015401,1
15000US36029015402,3
15000US13095000700,0
15000US48253020500,3
15000US09013881300,3
15000US22127960300,3
15000US48363000600,2
15000US09001090700,2
15000US04013092311,1
15000US36081134700,4
15000US51640070102,1
15000US53073000600,0
15000US26163589300,3
15000US53061053201,2
15000US48471790101,2
15000US17031813801,2
15000US17031813802,3
15000US26107960600,3
15000US06115040100,4
15000US36047020100,3
15000US45045002304,1
15000US31043010200,3
15000US06065046900,0
15000US36081120300,1
15000US04013814100,2
15000US12077950200,3
15000US21035010600,5
15000US12057010812,1
15000US21145030800,3
15000US47173040201,2
15000US06053000400,2
15000US06085511500,4
15000US48119950100,1
15000US44007001600,6
15000US22015010601,3
15000US45063021114,2
15000US22015010602,1
15000US46021964100,1
15000US18045957700,2
15000US36047024100,1
15000US37119002004,2
15000US22085000600,3
15000US26055550600,3
15000US13199970500,5
15000US19137960400,2
15000US01097007103,1
15000US01101005612,0
15000US36075021401,2
15000US36075021402,0
15000US36081063700,2
15000US39133600902,3
15000US45037970201,1
15000US29095013901,2
15000US49049010304,2
15000US40143005700,2
15000US42125772700,1
15000US47117955500,2
15000US27053026021,1
15000US31109003001,2
15000US37141920204,1
15000US72073956200,3
15000US34021003202,2
15000US72025200800,2
15000US40049681500,1
15000US29095013904,2
15000US36047092800,1
15000US29189220445,2
15000US29189220444,2
15000US29189220446,1
15000US17031811402,2
15000US29189220443,1
15000US17031811401,4
15000US42049010301,2
15000US25001011200,3
15000US42049010303,3
15000US36067015500,1
15000US42049010304,3
15000US37183053724,0
15000US42133023200,3
15000US17165955900,2
15000US34025807200,0
15000US48479001103,1
15000US25025981201,0
15000US25025981202,0
15000US48453002304,2
15000US09003430601,2
15000US22103040709,1
15000US09003430602,1
15000US48201254400,3
15000US48453002307,3
15000US22051021400,1
15000US39113003500,2
15000US06013345202,2
15000US06013345203,3
15000US17031750600,3
15000US36081052000,0
15000US48029161504,1
15000US06013345204,1
15000US39169000900,2
15000US48039662400,3
15000US37183053723,1
15000US48113017400,3
15000US31109003003,1
15000US36059413200,4
15000US37183053722,3
15000US24033800900,1
15000US31055004000,2
15000US20091050200,3
15000US36081094203,5
15000US31137967200,3
15000US36047014900,4
15000US36081094202,2
15000US48277000300,4
15000US37141920201,1
15000US25013810414,2
15000US48479001101,1
15000US21039960100,0
15000US55031020400,2
15000US01081040602,1
15000US01081040603,0
15000US01081040604,2
15000US36067013900,1
15000US39049006410,2
15000US13179010400,2
15000US35035000401,4
15000US35035000402,3
15000US01121011700,2
15000US27137011100,4
15000US48453000700,0
15000US27053104400,1
15000US24510190300,3
15000US42003455000,0
15000US25011041000,2
15000US16001010504,1
15000US16001010503,0
15000US16001010501,0
15000US24005451401,1
15000US24005451402,2
15000US29027070100,3
15000US12109020805,1
15000US12109020804,0
15000US12109020807,0
15000US12109020806,0
15000US12109020801,0
15000US40031000900,1
15000US12109020803,1
15000US12109020802,2
15000US36097950300,2
15000US55117000201,1
15000US19115450100,2
15000US25017327102,2
15000US25017327103,2
15000US25017327101,1
15000US17031070700,1
15000US72141956900,2
15000US27053021400,2
15000US26163581800,2
15000US36081028500,3
15000US26105950100,1
15000US48201432701,2
15000US54107000100,1
15000US12127081600,1
15000US34035050500,1
15000US24035810600,2
15000US29510103700,2
15000US39141956900,3
15000US27145000500,4
15000US24033802406,1
15000US53033007800,3
15000US24005491600,2
15000US37061090501,2
15000US51031020500,3
15000US19057001200,2
15000US12057005101,0
15000US12057005102,1
15000US06037701601,3
15000US06037701602,2
15000US47097050100,1
15000US42101029100,3
15000US26121003800,2
15000US34027042100,1
15000US17097861009,1
15000US17097861008,3
15000US48201250402,2
15000US17011965200,3
15000US48157672002,2
15000US55079015900,2
15000US06095253300,1
15000US29189212200,6
15000US32003003615,1
15000US36029008300,2
15000US17097861007,1
15000US39157021400,1
15000US19191950300,3
15000US29137960200,3
15000US48201440100,3
15000US22101040200,3
15000US48167720301,1
15000US48167720302,2
15000US32003003619,0
15000US48127950200,4
15000US42125774700,4
15000US48201540200,0
15000US49025130100,2
15000US09003510600,3
15000US39151714200,3
15000US48391950400,3
15000US42123971400,1
15000US51760010300,0
15000US17019006000,1
15000US12061050501,3
15000US12061050503,4
15000US12061050504,1
15000US12061050505,2
15000US48037011100,3
15000US44007017700,2
15000US55077960100,1
15000US40109103900,4
15000US36043011501,2
15000US48423000700,2
15000US36043011502,2
15000US22103040604,2
15000US48409010603,0
15000US48039664000,2
15000US41027950100,3
15000US22103040605,2
15000US48505950301,1
15000US55009001600,3
15000US36005030900,4
15000US39151714600,2
15000US37119005811,1
15000US48201252800,2
15000US37119005812,2
15000US37119005815,1
15000US37119005817,1
15000US37119005816,1
15000US48321730303,0
15000US06065044604,1
15000US23001046500,3
15000US18089020900,2
15000US12099000902,2
15000US12099000903,2
15000US12099000904,1
15000US12099000905,1
15000US08005085600,1
15000US36115080300,3
15000US26139021000,4
15000US34025807700,3
15000US51550021101,2
15000US09001010500,5
15000US13299950200,3
15000US02050000100,5
15000US39117965200,4
15000US20113788600,6
15000US39093023000,3
15000US51059421200,0
15000US53077000100,1
15000US50007002500,2
15000US29129470100,1
15000US36055015304,3
15000US13285961100,1
15000US36055015303,1
15000US28099010200,2
15000US27053100400,2
15000US06071003301,2
15000US06071003302,3
15000US06037543100,6
15000US48201540700,2
15000US36081080302,2
15000US39157020300,1
15000US10003000200,5
15000US55095961100,2
15000US48029160902,2
15000US42061951300,1
15000US06001433500,3
15000US44007003500,3
15000US42029300202,2
15000US42029300201,3
15000US39035195800,2
15000US36081080301,2
15000US48201432901,1
15000US21177960100,0
15000US51650010304,2
15000US49057201700,1
15000US09001071900,1
15000US36029013002,2
15000US42043022604,2
15000US48201332700,1
15000US39113100202,1
15000US18135951400,2
15000US06037553502,1
15000US06037553503,0
15000US53053072407,2
15000US06037553504,2
15000US48387950600,2
15000US20121100200,2
15000US12095014200,1
15000US51013100200,5
15000US36017970700,2
15000US36055002200,3
15000US06067008144,1
15000US06067008145,5
15000US06067008142,1
15000US06067008143,1
15000US06067008140,1
15000US06067008141,4
15000US39003010200,3
15000US12105016001,1
15000US12105016002,0
15000US12105016003,1
15000US53033032003,3
15000US39061010400,1
15000US26117970400,3
15000US26061000300,2
15000US34025801100,3
15000US26087341000,2
15000US37195000400,3
15000US23005000100,2
15000US53061051702,2
15000US06001422500,2
15000US53061051701,3
15000US13207050101,2
15000US27131070100,2
15000US13207050102,1
15000US45065920200,4
15000US26099263800,2
15000US13121005300,2
15000US04013104205,3
15000US04013104204,1
15000US04013104207,2
15000US04013104206,2
15000US56013940500,2
15000US01097001100,2
15000US04013104203,4
15000US17031190100,0
15000US36047019500,3
15000US34007600700,0
15000US19035080300,1
15000US53033027900,5
15000US51139030300,3
15000US26125142700,3
15000US27109001602,1
15000US34005703000,2
15000US47091956400,3
15000US06001443200,1
15000US13059150300,2
15000US17109010200,2
15000US26093740800,2
15000US42027981202,0
15000US27117460400,1
15000US49035102900,2
15000US12083001700,2
15000US11001010800,2
15000US42071010400,3
15000US23021960500,1
15000US27053002200,1
15000US27109001603,2
15000US24001000100,2
15000US37127010400,2
15000US36081033402,5
15000US48157671001,3
15000US36081033401,1
15000US55033970700,2
15000US05103950400,2
15000US25027710500,2
15000US21177960400,4
15000US09003496700,3
15000US51153901510,2
15000US25015822000,0
15000US40109108114,1
15000US48361021502,4
15000US39113100203,2
15000US47189030203,1
15000US40021977800,3
15000US40109108113,2
15000US26163541300,2
15000US29095006100,2
15000US42107001200,3
15000US06065044919,3
15000US06065044918,1
15000US06065044917,1
15000US06065044916,2
15000US06065044915,1
15000US42129804502,3
15000US06065044911,1
15000US72097082012,2
15000US22071001725,3
15000US45057011001,4
15000US01055001000,0
15000US21111010500,2
15000US27109001601,2
15000US48097000600,2
15000US06065050400,4
15000US48401951000,1
15000US37183054210,2
15000US36005015900,1
15000US55105001100,4
15000US39107967600,2
15000US36055003802,0
15000US48201341302,1
15000US36005022500,5
15000US20009971700,2
15000US42091202602,1
15000US72145560900,2
15000US35043010900,1
15000US47011011201,2
15000US26051000800,2
15000US06081606800,1
15000US50007003502,3
15000US12086006709,0
15000US72013301100,4
15000US22055001001,1
15000US22055001003,2
15000US22055001002,2
15000US12086006702,7
15000US06085502301,1
15000US12086006705,2
15000US12086006706,2
15000US06085502302,1
15000US34021003602,2
15000US35025000503,2
15000US41003000900,4
15000US06037301802,1
15000US29095009900,1
15000US35025000504,2
15000US06037301801,2
15000US55087010200,4
15000US36055003805,5
15000US12095016200,2
15000US17031812400,2
15000US36081065900,1
15000US09009194202,3
15000US09009194201,3
15000US12087972600,0
15000US45009960100,5
15000US42021012400,3
15000US13153021113,2
15000US48353950200,4
15000US48291700900,2
15000US19003950200,1
15000US06037294701,2
15000US04012020602,1
15000US08069000802,0
15000US08069000801,0
15000US09005290100,2
15000US51105950400,2
15000US01099076200,1
15000US27035950900,3
15000US28121020102,2
15000US28121020101,2
15000US55003950400,2
15000US26125156200,4
15000US47189030204,1
15000US08001008709,4
15000US39081011900,3
15000US36005036300,5
15000US06057000600,4
15000US17031808200,2
15000US39099813500,3
15000US08001008706,2
15000US13089021706,3
15000US13089021705,2
15000US13089021704,2
15000US12031014002,0
15000US41047001701,2
15000US41047001702,2
15000US41047001703,2
15000US21051950100,1
15000US06037600201,2
15000US06037600202,2
15000US20037957300,1
15000US26065006700,3
15000US45051051301,1
15000US45051051302,1
15000US12031014001,2
15000US72055961000,1
15000US23011010600,5
15000US09009141900,4
15000US48215023700,3
15000US37101041002,2
15000US21067003600,2
15000US48085031647,1
15000US48085031646,2
15000US48085031645,1
15000US17099962600,3
15000US37051002503,2
15000US35045942900,5
15000US37051002501,2
15000US36047023200,4
15000US42109070100,5
15000US21195931400,2
15000US20173002800,3
15000US23009965400,2
15000US36047032600,4
15000US04013611600,1
15000US48085031648,4
15000US48139060300,2
15000US26159011800,6
15000US30013000900,3
15000US21071921000,5
15000US42051260600,2
15000US41051002502,3
15000US31085961500,0
15000US41051002501,5
15000US53033027702,3
15000US51107610800,3
15000US18161960700,3
15000US36081099200,2
15000US12107950600,2
15000US36119010200,4
15000US45063020801,0
15000US33015067000,3
15000US18113971900,2
15000US08041006100,1
15000US21111012203,3
15000US21111012202,4
15000US48099010702,2
15000US47163041200,2
15000US21111012204,2
15000US53035990100,0
15000US38105953900,3
15000US33015100301,2
15000US06077004600,3
15000US26147644000,3
15000US18143966800,3
15000US53055990100,0
15000US20089576100,1
15000US48091310100,3
15000US25021400700,2
15000US13115001400,2
15000US25005651001,0
15000US25005651002,1
15000US36047056000,2
15000US48113016502,4
15000US42105950100,3
15000US36071010901,1
15000US48113018135,1
15000US12057013100,1
15000US36071010902,3
15000US05139950400,4
15000US17031050800,0
15000US48113018132,2
15000US28047002600,2
15000US12086015300,1
15000US39061005400,0
15000US48113018138,1
15000US17143001300,0
15000US06037127910,1
15000US48085030514,3
15000US48085030515,1
15000US39049007114,2
15000US39049007115,4
15000US39049007112,2
15000US26039960400,2
15000US48085030512,1
15000US48085030513,1
15000US17031805111,5
15000US17031805110,3
15000US36019101100,0
15000US17031805112,1
15000US48085030518,1
15000US48085030519,1
15000US45083023102,3
15000US36055006800,2
15000US36059412301,1
15000US42003111400,1
15000US17031816800,3
15000US06037218210,2
15000US06037541100,2
15000US09003420500,3
15000US06075016600,3
15000US19153000803,3
15000US48323950204,1
15000US27059130200,1
15000US18141010200,4
15000US55089660100,2
15000US42101003200,5
15000US21059001501,2
15000US47077975400,4
15000US42101007900,3
15000US21059001502,1
15000US47155080400,2
15000US34015500205,2
15000US27113090400,2
15000US39049000720,2
15000US25023511500,3
15000US36047061600,1
15000US36035970600,4
15000US41047010307,2
15000US41047010304,3
15000US41047010305,2
15000US42101005500,2
15000US41047010303,1
15000US06037402600,4
15000US26163580600,2
15000US26099231800,2
15000US06039000602,2
15000US06039000603,1
15000US06039000604,1
15000US55079091300,3
15000US53061052118,2
15000US24005400400,4
15000US23019000900,2
15000US42043025400,1
15000US53061052114,2
15000US53061052115,5
15000US06099002701,1
15000US53061052113,1
15000US13019970400,2
15000US06099002702,4
15000US12011020211,0
15000US34029722300,1
15000US24510150900,3
15000US55087012300,1
15000US04021941400,4
15000US23019010000,2
15000US26125140100,0
15000US51179010213,1
15000US48041001400,2
15000US36061018100,5
15000US36081990100,0
15000US30031001102,1
15000US51700032128,1
15000US34017013500,2
15000US17021958700,3
15000US48083950600,1
15000US50021963400,1
15000US22071001748,3
15000US06097151100,2
15000US04025001801,1
15000US04025001802,2
15000US20173008000,2
15000US56005000600,2
15000US06071012200,0
15000US32003006203,1
15000US06067005901,2
15000US25017351403,4
15000US06067005903,1
15000US13051003000,1
15000US06067005904,3
15000US25017351404,3
15000US48409010604,1
15000US42119090502,3
15000US51013980100,0
15000US42079211500,2
15000US01073002100,2
15000US54043955400,5
15000US36001014609,2
15000US42029307200,0
15000US47049965200,2
15000US01073013300,2
15000US06037480901,1
15000US39049008163,1
15000US06037480903,0
15000US06037480902,1
15000US06037650102,1
15000US32510000702,2
15000US49049000603,2
15000US34017016500,2
15000US39025042000,4
15000US42071000200,1
15000US72053150200,3
15000US36071001100,3
15000US01043964500,2
15000US24009860300,2
15000US40111000500,2
15000US17031020500,3
15000US48441011300,4
15000US26125133100,2
15000US34037374800,3
15000US26049000500,2
15000US42101030600,6
15000US48167721201,4
15000US42021012200,2
15000US06037137302,1
15000US36053031000,2
15000US06037137301,0
15000US27053020302,1
15000US27053020303,2
15000US39025041103,3
15000US27053020301,1
15000US27053020304,2
15000US36047010600,2
15000US01087231800,1
15000US06037532500,2
15000US37031970901,1
15000US48321730400,2
15000US34013013600,3
15000US24005403701,4
15000US36061015700,7
15000US25017368300,4
15000US06065045233,1
15000US36081050800,1
15000US48121020800,2
15000US04013216807,2
15000US04013216806,1
15000US72025202000,2
15000US36055013604,2
15000US40037020707,0
15000US05001480300,2
15000US36061005800,0
15000US06023000800,2
15000US04013216809,2
15000US21067004210,1
15000US36081036300,1
15000US26021001800,2
15000US09011870300,3
15000US51179010212,1
15000US49043964401,1
15000US06037117530,1
15000US45083023802,2
15000US45083023801,2
15000US06081600500,4
15000US48121021202,2
15000US39109365000,5
15000US48201350400,2
15000US08015000300,2
15000US51650010307,1
15000US41035971300,5
15000US35061970200,2
15000US28035010300,2
15000US29189220602,2
15000US29189220601,2
15000US17119401904,0
15000US21157950100,3
15000US17119401901,1
15000US42011011000,3
15000US17119401903,2
15000US39017000300,3
15000US26163503600,2
15000US06111007300,0
15000US06037534900,3
15000US01093964400,3
15000US17197883904,2
15000US24027603001,2
15000US24027603003,1
15000US12023110202,3
15000US12023110201,1
15000US34007603700,2
15000US36085006700,2
15000US36047005202,2
15000US06037480012,3
15000US06037480011,1
15000US09005300400,1
15000US48141010339,3
15000US39061004701,1
15000US18091043000,1
15000US48085031663,1
15000US19071970200,2
15000US48085031662,2
15000US18089040501,2
15000US45083021403,2
15000US18089040502,1
15000US42043024700,3
15000US36047005201,1
15000US13039010302,2
15000US15003006000,2
15000US34017012500,3
15000US42101013100,1
15000US17095000200,3
15000US06097153501,3
15000US06097153502,3
15000US24003730402,2
15000US41059950100,3
15000US36081055700,2
15000US51059492500,1
15000US53033000500,2
15000US17031600600,1
15000US06001428400,2
15000US17121952000,3
15000US37159051301,1
15000US42045410301,4
15000US39113090900,1
15000US34017010900,0
15000US37159051600,4
15000US39041011530,1
15000US36003950800,2
15000US11001007100,1
15000US20173008100,2
15000US39029950700,3
15000US36081051500,2
15000US47155080802,1
15000US26099255800,2
15000US36029002300,3
15000US36005006700,5
15000US26099252100,2
15000US26125150300,3
15000US48441012600,1
15000US20209043600,4
15000US40121485700,1
15000US06037109700,2
15000US55059001200,3
15000US09005261100,3
15000US18099020202,2
15000US18099020201,2
15000US33011023000,4
15000US19155021501,1
15000US26115830100,2
15000US17167003300,4
15000US06013392300,0
15000US27057070100,2
15000US37159051303,4
15000US55073001300,3
15000US42003101600,0
15000US48381021609,1
15000US44003020603,2
15000US26115833900,1
15000US39167021200,4
15000US29021001600,2
15000US48381021605,1
15000US48381021604,4
15000US48381021606,3
15000US17031823002,3
15000US17031823001,4
15000US29003010300,1
15000US36027190401,1
15000US12085000604,1
15000US42049002800,5
15000US12085000606,2
15000US12085000607,1
15000US06001423200,1
15000US12085000603,3
15000US48141000206,2
15000US48141000207,1
15000US48141000204,4
15000US42091206300,3
15000US16055000302,2
15000US16055000301,1
15000US18169102600,3
15000US13135050610,3
15000US22101040600,2
15000US34009021804,3
15000US34009021803,2
15000US48141000208,1
15000US48201233701,1
15000US28037950200,2
15000US18097353500,1
15000US39009973902,0
15000US27049080300,2
15000US26093743600,1
15000US20099950100,2
15000US06037191610,1
15000US50007002102,3
15000US26115990000,0
15000US47003950100,1
15000US13031110800,1
15000US54067950700,2
15000US47035970200,2
15000US18005011000,2
15000US18053000600,1
15000US06077005210,2
15000US18135952000,3
15000US25027729100,2
15000US39095008800,4
15000US53053072507,1
15000US29167960100,5
15000US39035161800,0
15000US42129801300,2
15000US06083001906,4
15000US06083001905,2
15000US06083001903,4
15000US24019970702,3
15000US06083001901,4
15000US29095010103,2
15000US05107480600,0
15000US25025101101,2
15000US29095010105,2
15000US41033360900,1
15000US17145030400,2
15000US27053021001,4
15000US51179010210,0
15000US51195931700,1
15000US08035014139,1
15000US08035014138,1
15000US47079969400,1
15000US08035014135,0
15000US08035014134,1
15000US08035014137,2
15000US08035014136,2
15000US08035014131,2
15000US08035014130,3
15000US08035014133,2
15000US08035014132,1
15000US08059009838,1
15000US08059009839,1
15000US17031802702,2
15000US55133204502,4
15000US34007605700,3
15000US08059009830,0
15000US08059009831,1
15000US08059009832,1
15000US08059009833,4
15000US08059009834,2
15000US08059009835,1
15000US08059009836,1
15000US08059009837,1
15000US22019002900,1
15000US21111009400,4
15000US37051001500,1
15000US39089753300,4
15000US26163536700,1
15000US55121100600,2
15000US25027726100,4
15000US06037408133,2
15000US06037408134,0
15000US06037408135,1
15000US06037408136,1
15000US06037408137,1
15000US06037408138,1
15000US06037408139,1
15000US20165972200,1
15000US10005050501,1
15000US10005050503,1
15000US10005050504,2
15000US48201534202,3
15000US55005000600,4
15000US25013813500,3
15000US41051008400,1
15000US12086008209,3
15000US12086008208,2
15000US53041970900,1
15000US18067000200,2
15000US27105105400,3
15000US12086008202,3
15000US48059030102,3
15000US12086008207,2
15000US12086008206,2
15000US12086008205,3
15000US39061005702,3
15000US26061000700,2
15000US36067016501,0
15000US41009970600,3
15000US08059011710,2
15000US08059011711,3
15000US08059011712,2
15000US08005005951,3
15000US08005005952,1
15000US55097960400,4
15000US39095006400,2
15000US51087200302,2
15000US47093007000,1
15000US53033029305,3
15000US42049012202,5
15000US22073001400,2
15000US42049012201,4
15000US72055961300,1
15000US48439113921,6
15000US17031100300,5
15000US72005400400,2
15000US17043843100,2
15000US36119009600,3
15000US37179021011,2
15000US48061012900,2
15000US48201531300,2
15000US17163504355,1
15000US17163504354,2
15000US17163504353,0
15000US17163504352,1
15000US17163504351,1
15000US12099008203,2
15000US12099008202,1
15000US12099008201,3
15000US51171040202,1
15000US23009990000,0
15000US36059415300,5
15000US48061010500,1
15000US31055006703,2
15000US48113013607,3
15000US31055006701,2
15000US39151701500,2
15000US31055006704,1
15000US27025110302,2
15000US17031813302,1
15000US17031813301,2
15000US49005000102,1
15000US36047020800,2
15000US36005015500,1
15000US53033028300,2
15000US21035010100,2
15000US48139061200,1
15000US44007014502,2
15000US34025809100,3
15000US32003003245,2
15000US48113002200,1
15000US36047050700,0
15000US26037010500,1
15000US01109188900,2
15000US18073101100,3
15000US12009066500,2
15000US21059000900,3
15000US09001050300,4
15000US36081010400,1
15000US55083100500,2
15000US13153020400,1
15000US39143961000,3
15000US06071009400,1
15000US36103159103,3
15000US36103159102,4
15000US26099263400,4
15000US36103159107,2
15000US36103159106,2
15000US36103159105,3
15000US40027202302,3
15000US35005000800,4
15000US40027202301,3
15000US45029970600,3
15000US48303010511,0
15000US48303010510,0
15000US20091052102,3
15000US20091052101,0
15000US47037010701,3
15000US39153532705,3
15000US48029121117,2
15000US48029121116,3
15000US48029121115,2
15000US19031450400,2
15000US28033070900,1
15000US48029121111,3
15000US48029121110,2
15000US34001001100,1
15000US42045409400,1
15000US31055005300,2
15000US48479000108,1
15000US39035188106,1
15000US39035188107,1
15000US39035188104,0
15000US39035188105,1
15000US29077003600,1
15000US36013030700,4
15000US42003110200,3
15000US47047060501,3
15000US06029005700,0
15000US47047060502,3
15000US72005400900,1
15000US26105950800,2
15000US06037703100,5
15000US12086003804,3
15000US48029191809,1
15000US12086003801,4
15000US12086003803,3
15000US09009154900,3
15000US42003070300,2
15000US42003488600,3
15000US04025000402,1
15000US04025000401,3
15000US29510124100,4
15000US36057070700,1
15000US06095251200,2
15000US18003001100,1
15000US26151970900,3
15000US42069110202,3
15000US06037120030,0
15000US72127006700,3
15000US34013014300,4
15000US39023001500,4
15000US29189212500,3
15000US48473680200,3
15000US17097861901,2
15000US17097861902,3
15000US34017001800,1
15000US47001020800,2
15000US47037010702,1
15000US37113970600,4
15000US55039041500,2
15000US28049010500,5
15000US48439100900,1
15000US27047180800,1
15000US16031950100,2
15000US48029181716,3
15000US34031182100,3
15000US42085031300,1
15000US42025020700,3
15000US34009020302,3
15000US42101036201,3
15000US17143002400,3
15000US42101036203,2
15000US42101036202,3
15000US34009020301,3
15000US42101031200,2
15000US48113018111,3
15000US36119003600,2
15000US19123950300,2
15000US22051027703,2
15000US06037203100,2
15000US18175967700,3
15000US42071014502,3
15000US37021000500,2
15000US42071014501,2
15000US72003990000,0
15000US42091208400,1
15000US45085000202,1
15000US37191000304,2
15000US47059090800,2
15000US39151712602,2
15000US18151971100,2
15000US04015940400,0
15000US26161410400,2
15000US53011040412,1
15000US12033003308,0
15000US17091012300,3
15000US27053106500,2
15000US48201241400,2
15000US36109001300,4
15000US54005958700,0
15000US36001001400,2
15000US39137030100,3
15000US06037402501,1
15000US41015950301,2
15000US32021970800,0
15000US53067011821,2
15000US42011000600,1
15000US28047002400,2
15000US53067011822,2
15000US40031002200,2
15000US49049010110,1
15000US49049010113,1
15000US49049010112,1
15000US53033025500,2
15000US24510120400,1
15000US24005404600,1
15000US48029181713,3
15000US37085070700,2
15000US48439113001,1
15000US45075011300,1
15000US13299950900,3
15000US06037320000,0
15000US39023003400,3
15000US48141001115,2
15000US42065950400,2
15000US36081029700,1
15000US06037206050,0
15000US18141010900,3
15000US21049020202,2
15000US48085030531,1
15000US42013010500,2
15000US39061024800,2
15000US30063000500,3
15000US44007013300,3
15000US17031809600,2
15000US39113110202,1
15000US24510150400,2
15000US37171930400,1
15000US26065004700,1
15000US22087990000,0
15000US31153010631,3
15000US31153010630,0
15000US06077003306,1
15000US06077003307,2
15000US06077003305,2
15000US12099005954,2
15000US12099005955,2
15000US12099005956,0
15000US39067976000,3
15000US12099005950,0
15000US12099005951,2
15000US12099005952,0
15000US12099005953,2
15000US37119000500,2
15000US50023955200,5
15000US42077002202,1
15000US41005022101,3
15000US26077001300,0
15000US19061000600,2
15000US47173040202,3
15000US48201334003,2
15000US48201334002,1
15000US22057022000,1
15000US16001010313,2
15000US48029181728,1
15000US42041011101,2
15000US01097007400,3
15000US17031630200,0
15000US42041011102,3
15000US28121020802,4
15000US53033030801,2
15000US12017450400,4
15000US39049000910,3
15000US53053070205,1
15000US53053070204,1
15000US36029005300,1
15000US53053070206,2
15000US26087341500,2
15000US37183053004,1
15000US48195950100,1
15000US37129011300,1
15000US15001021507,2
15000US36055003300,1
15000US15001021504,1
15000US27137015600,2
15000US15001021502,1
15000US23005002400,2
15000US36061009900,1
15000US24005491300,1
15000US37183053007,1
15000US24039930600,2
15000US15001021509,2
15000US26107960800,2
15000US24003706101,2
15000US48121021636,4
15000US13121007808,1
15000US13121007807,1
15000US13121007806,2
15000US13121007805,1
15000US36119005600,0
15000US13121007802,3
15000US48029191409,1
15000US15003010602,2
15000US72127000700,1
15000US15003010601,2
15000US51710000600,2
15000US48113016607,2
15000US31109002200,5
15000US26121003100,1
15000US39139002000,4
15000US15009030710,1
15000US24009860703,1
15000US48029191303,0
15000US24009860701,0
15000US06085512019,2
15000US37159050500,2
15000US12095014504,0
15000US06085512017,2
15000US01097001800,1
15000US12095014503,1
15000US12095014502,0
15000US42011014100,2
15000US51013102100,1
15000US42103950502,2
15000US36095740100,4
15000US28121020801,1
15000US55117000800,2
15000US37161960500,6
15000US48201511002,2
